144,105,176,1
150,104,175,1
146,105,175,1
162,105,175,1
143,106,175,1
136,106,175,1
145,105,175,1
130,106,175,1
152,105,175,1
135,105,175,1
144,105,174,1
135,105,176,1
149,104,174,1
127,105,175,1
133,105,173,1
126,105,174,1
142,105,173,1
145,105,173,1
122,106,174,1
120,106,173,1
133,105,172,1
140,106,172,1
135,105,173,1
121,106,173,1
129,105,171,1
137,104,171,1
131,104,172,1
112,105,172,1
122,105,171,1
125,105,171,1
120,105,172,1
119,104,173,1
122,105,171,1
125,105,171,1
120,105,172,1
119,104,173,1
124,106,169,1
128,105,170,1
115,105,171,1
129,105,171,1
107,106,169,1
118,106,169,1
122,105,171,1
122,105,170,1
117,106,167,1
117,107,168,1
120,106,168,1
115,105,168,1
117,106,171,1
124,107,171,1
150,107,173,1
163,107,175,1
122,107,169,1
154,108,174,1
152,107,178,1
160,108,178,1
134,108,171,1
174,107,175,1
179,109,177,1
180,110,175,1
176,108,176,1
181,108,176,1
216,110,174,1
218,110,169,1
166,107,182,1
159,107,181,1
160,107,180,1
159,107,182,1
169,106,181,1
166,106,181,1
157,107,181,1
163,107,180,1
162,107,180,1
168,107,179,1
159,107,180,1
156,107,180,1
164,106,180,1
158,106,180,1
156,107,180,1
161,108,180,1
126,107,175,1
112,105,170,1
99,104,169,1
98,103,168,1
111,105,168,1
102,105,167,1
108,103,167,1
104,104,166,1
120,105,166,1
107,105,166,1
112,105,167,1
123,104,166,1
103,104,166,1
104,105,166,1
101,105,166,1
109,104,165,1
99,104,169,1
98,103,168,1
110,104,169,1
115,104,171,1
108,103,167,1
104,104,166,1
110,105,168,1
122,105,171,1
112,105,167,1
123,104,166,1
117,103,168,1
110,106,169,1
101,105,166,1
109,104,165,1
109,105,167,1
116,104,172,1
99,104,169,1
98,103,168,1
110,104,169,1
115,104,171,1
108,103,167,1
104,104,166,1
110,105,168,1
122,105,171,1
112,105,167,1
123,104,166,1
117,103,168,1
110,106,169,1
101,105,166,1
109,104,165,1
109,105,167,1
116,104,172,1
122,105,171,1
117,105,171,1
126,105,171,1
119,105,171,1
110,106,169,1
130,106,169,1
119,105,171,1
119,105,171,1
116,104,172,1
111,103,172,1
114,105,170,1
110,104,169,1
122,105,170,1
111,104,170,1
124,104,170,1
113,104,169,1
119,105,171,1
119,105,171,1
119,105,171,1
116,106,169,1
114,105,170,1
110,104,169,1
112,104,171,1
116,104,172,1
124,104,170,1
113,104,169,1
137,104,170,1
127,105,170,1
122,103,172,1
121,103,172,1
126,104,171,1
121,103,172,1
134,105,171,1
119,105,171,1
135,105,171,1
122,103,172,1
126,106,169,1
131,106,169,1
116,105,171,1
119,104,171,1
131,105,170,1
128,105,171,1
117,105,171,1
121,104,169,1
125,105,171,1
125,105,172,1
122,105,171,1
129,105,171,1
135,105,171,1
122,103,172,1
107,105,170,1
109,105,168,1
116,105,171,1
119,104,171,1
117,105,170,1
106,104,169,1
117,105,171,1
121,104,169,1
114,104,169,1
110,105,170,1
122,105,171,1
129,105,171,1
117,105,171,1
125,105,171,1
120,106,168,1
113,105,167,1
119,105,168,1
97,106,168,1
104,105,167,1
112,104,168,1
113,104,168,1
109,106,166,1
112,105,167,1
110,105,168,1
116,105,168,1
97,106,167,1
116,104,170,1
118,104,169,1
116,104,169,1
110,104,169,1
246,121,147,1
177,113,173,1
164,108,183,1
161,108,183,1
240,118,154,1
181,112,172,1
162,110,182,1
170,107,185,1
120,105,173,1
131,106,175,1
157,106,177,1
156,104,183,1
113,104,169,1
99,105,169,1
110,105,168,1
110,104,171,1
148,108,184,1
162,108,184,1
169,107,186,1
172,107,185,1
157,106,185,1
155,106,185,1
165,105,186,1
168,104,185,1
142,105,177,1
151,104,185,1
164,104,187,1
175,106,185,1
94,105,168,1
128,105,175,1
161,104,180,1
171,106,183,1
106,105,168,1
110,105,168,1
104,105,169,1
107,105,168,1
109,107,167,1
105,106,169,1
102,106,169,1
106,106,169,1
120,105,170,1
114,105,171,1
114,105,171,1
112,105,170,1
118,105,171,1
117,105,171,1
123,105,170,1
122,105,171,1
106,106,169,1
115,106,169,1
114,106,169,1
117,105,170,1
112,105,170,1
107,106,170,1
117,105,170,1
106,106,169,1
122,105,171,1
131,105,171,1
116,105,171,1
121,106,170,1
131,105,171,1
127,105,171,1
118,105,174,1
119,106,171,1
117,105,171,1
123,105,170,1
122,105,171,1
131,105,171,1
130,105,171,1
119,105,171,1
131,105,171,1
127,105,171,1
122,105,173,1
130,105,172,1
127,106,172,1
121,105,173,1
134,106,172,1
127,106,172,1
134,105,172,1
126,106,171,1
132,105,173,1
104,105,175,1
141,106,176,1
133,106,177,1
112,105,172,1
106,105,171,1
131,104,171,1
118,105,172,1
118,106,168,1
117,107,167,1
117,106,169,1
110,105,170,1
108,106,169,1
114,106,168,1
113,106,168,1
114,106,169,1
138,110,178,1
143,108,178,1
137,109,178,1
142,109,176,1
132,109,178,1
141,109,177,1
155,108,176,1
145,108,178,1
162,109,176,1
159,108,177,1
147,109,178,1
156,108,178,1
148,106,177,1
127,105,178,1
140,107,177,1
151,108,178,1
133,109,180,1
130,108,177,1
154,108,173,1
124,107,171,1
143,108,178,1
137,109,178,1
142,109,176,1
162,107,178,1
141,109,177,1
155,108,176,1
145,108,178,1
147,110,176,1
159,108,177,1
147,109,178,1
156,108,178,1
157,107,177,1
103,107,162,1
88,107,162,1
96,107,163,1
95,107,163,1
96,107,163,1
109,107,162,1
95,107,163,1
96,107,163,1
99,108,164,1
97,106,165,1
103,106,163,1
104,106,164,1
124,107,171,1
111,107,169,1
